Permit #,Permit Subtype Description,Permit Status,Date Issued,Expiration Date,Address,City,State,ZIP,Mapped Location
201514552,Short Term Rental - Non-Owner Occupied,EXPIRED,4/17/2015 0:00,4/17/2020 0:00,1407  SWEETBRIAR AVE,NASHVILLE,TN,37212,"1407 SWEETBRIAR AVE
NASHVILLE, TN 37212
(36.124278, -86.792041)"
201514762,Short Term Rental - Non-Owner Occupied,ISSUED,4/20/2015 0:00,4/20/2021 0:00,1407A  ARTHUR AVE,NASHVILLE,TN,37208,"1407A ARTHUR AVE
NASHVILLE, TN 37208
(36.174958, -86.797752)"
201536383,Short Term Rental - Non-Owner Occupied,EXPIRED,9/10/2015 0:00,9/10/2020 0:00,1409  SUMNER AVE,NASHVILLE,TN,37206,"1409 SUMNER AVE
NASHVILLE, TN 37206
(36.185865, -86.743271)"
201521749,Short Term Rental - Non-Owner Occupied,ISSUED,5/29/2015 0:00,5/13/2021 0:00,1409A  HAWKINS ST,NASHVILLE,TN,37203,"1409A HAWKINS ST
NASHVILLE, TN 37203
(36.149117, -86.789191)"
201514781,Short Term Rental - Non-Owner Occupied,ISSUED,4/20/2015 0:00,4/20/2021 0:00,1409B  TREMONT ST,NASHVILLE,TN,37212,"1409B TREMONT ST
NASHVILLE, TN 37212"
2016027635,Short Term Rental - Non-Owner Occupied,EXPIRED,9/22/2016 0:00,9/22/2020 0:00,1410  CHAPEL AVE,NASHVILLE,TN,37206,"1410 CHAPEL AVE
NASHVILLE, TN 37206
(36.193005, -86.740109)"
201531840,Short Term Rental - Non-Owner Occupied,ISSUED,7/29/2015 0:00,7/18/2021 0:00,1410  WINTHORNE DR,NASHVILLE,TN,37217,"1410 WINTHORNE DR
NASHVILLE, TN 37217
(36.111978, -86.704019)"
2016031562,Short Term Rental - Non-Owner Occupied,ISSUED,7/21/2016 0:00,7/21/2021 0:00,1411  BOSCOBEL ST,NASHVILLE,TN,37206,"1411 BOSCOBEL ST
NASHVILLE, TN 37206
(36.171686, -86.745827)"
2016028567,Short Term Rental - Non-Owner Occupied,ISSUED,6/14/2016 0:00,6/14/2021 0:00,1411A  MERIDIAN ST,NASHVILLE,TN,37207,"1411A MERIDIAN ST
NASHVILLE, TN 37207
(36.197917, -86.766846)"
2019038016,Short Term Rental � Multifamily,ISSUED,7/15/2019 0:00,7/15/2021 0:00,1411A  PHILLIPS ST,NASHVILLE,TN,37208,"1411A PHILLIPS ST
NASHVILLE, TN 37208
(36.168618, -86.801029)"
2016028571,Short Term Rental - Non-Owner Occupied,ISSUED,6/14/2016 0:00,6/14/2021 0:00,1411B  MERIDIAN ST,NASHVILLE,TN,37207,"1411B MERIDIAN ST
NASHVILLE, TN 37207
(36.197917, -86.766846)"
2019038019,Short Term Rental � Multifamily,ISSUED,7/15/2019 0:00,7/15/2021 0:00,1411B  PHILLIPS ST,NASHVILLE,TN,37208,"1411B PHILLIPS ST
NASHVILLE, TN 37208
(36.168618, -86.801029)"
201615720,Short Term Rental - Non-Owner Occupied,ISSUED,5/16/2016 0:00,5/16/2021 0:00,1412  VILLA PL,NASHVILLE,TN,37212,"1412 VILLA PL
NASHVILLE, TN 37212
(36.139722, -86.792559)"
2016030147,Short Term Rental - Non-Owner Occupied,ISSUED,7/21/2016 0:00,7/21/2021 0:00,1413  SUMNER AVE,NASHVILLE,TN,37206,"1413 SUMNER AVE
NASHVILLE, TN 37206
(36.18585, -86.743109)"
2016028437,Short Term Rental - Non-Owner Occupied,ISSUED,6/14/2016 0:00,6/14/2021 0:00,1413A  MERIDIAN ST,NASHVILLE,TN,37207,"1413A MERIDIAN ST
NASHVILLE, TN 37207
(36.197896, -86.766849)"
201514771,Short Term Rental - Non-Owner Occupied,ISSUED,4/20/2015 0:00,4/20/2021 0:00,1413B  HAWKINS ST,NASHVILLE,TN,37203,"1413B HAWKINS ST
NASHVILLE, TN 37203
(36.149154, -86.789483)"
2016038322,Short Term Rental - Non-Owner Occupied,ISSUED,9/23/2016 0:00,9/23/2021 0:00,1414  SHARPE AVE,NASHVILLE,TN,37206,"1414 SHARPE AVE
NASHVILLE, TN 37206
(36.18814, -86.741341)"
201512660,Short Term Rental - Non-Owner Occupied,ISSUED,4/7/2015 0:00,4/7/2021 0:00,1414A  LILLIAN ST,NASHVILLE,TN,37206,"1414A LILLIAN ST
NASHVILLE, TN 37206
(36.172631, -86.745177)"
201608266,Short Term Rental - Non-Owner Occupied,CANCELLED,3/28/2016 0:00,3/28/2021 0:00,1414B  BOSCOBEL ST,NASHVILLE,TN,37206,"1414B BOSCOBEL ST
NASHVILLE, TN 37206
(36.171633, -86.745256)"
201517027,Short Term Rental - Non-Owner Occupied,ISSUED,5/1/2015 0:00,5/1/2021 0:00,1415  ORDWAY PL,NASHVILLE,TN,37206,"1415 ORDWAY PL
NASHVILLE, TN 37206
(36.180015, -86.743875)"
2017001759,Short Term Rental - Non-Owner Occupied,ISSUED,1/12/2017 0:00,1/12/2021 0:00,1417  JANIE AVE,NASHVILLE,TN,37216,"1417 JANIE AVE
NASHVILLE, TN 37216
(36.21372, -86.714967)"
2017016740,Short Term Rental - Non-Owner Occupied,ISSUED,5/4/2017 0:00,5/4/2021 0:00,1420  RICE HILL CIR,ANTIOCH,TN,37013,"1420 RICE HILL CIR
ANTIOCH, TN 37013
(36.065263, -86.642191)"
2019023823,Short Term Rental � Multifamily,ISSUED,5/1/2019 0:00,5/1/2021 0:00,1424  12TH AVE S,NASHVILLE,TN,37203,"1424 12TH AVE S
NASHVILLE, TN 37203
(36.138223, -86.787902)"
201528471,Short Term Rental - Non-Owner Occupied,ISSUED,7/7/2015 0:00,7/7/2021 0:00,1427  INGLEWOOD CIR N,NASHVILLE,TN,37216,"1427 INGLEWOOD CIR N
NASHVILLE, TN 37216
(36.20886, -86.719734)"
201622951,Short Term Rental - Non-Owner Occupied,EXPIRED,6/1/2016 0:00,6/1/2020 0:00,1427  MCGAVOCK PIKE,NASHVILLE,TN,37216,"1427 MCGAVOCK PIKE
NASHVILLE, TN 37216
(36.205806, -86.721969)"
201533186,Short Term Rental - Non-Owner Occupied,ISSUED,9/11/2015 0:00,9/11/2021 0:00,1427  SUMNER AVE,NASHVILLE,TN,37206,"1427 SUMNER AVE
NASHVILLE, TN 37206
(36.185731, -86.741861)"
2017017703,Short Term Rental � Multifamily,ISSUED,4/3/2017 0:00,4/3/2021 0:00,1428  12TH AVE S,NASHVILLE,TN,37203,"1428 12TH AVE S
NASHVILLE, TN 37203
(36.137874, -86.788037)"
2018048820,Short Term Rental � Multifamily,ISSUED,8/27/2018 0:00,8/27/2021 0:00,1430  12TH AVE S,NASHVILLE,TN,37203,"1430 12TH AVE S
NASHVILLE, TN 37203
(36.137775, -86.788081)"
2017023717,Short Term Rental - Non-Owner Occupied,ISSUED,4/25/2017 0:00,4/25/2021 0:00,1431  LISCHEY AVE,NASHVILLE,TN,37207,"1431 LISCHEY AVE
NASHVILLE, TN 37207
(36.198679, -86.762369)"
2018039628,Short Term Rental � Multifamily,ISSUED,7/11/2018 0:00,7/11/2021 0:00,1432  12TH AVE S,NASHVILLE,TN,37203,"1432 12TH AVE S
NASHVILLE, TN 37203
(36.137657, -86.78813)"
201527368,Short Term Rental - Non-Owner Occupied,EXPIRED,6/30/2015 0:00,6/2/2020 0:00,1433A  MCGAVOCK PIKE,NASHVILLE,TN,37216,"1433A MCGAVOCK PIKE
NASHVILLE, TN 37216
(36.206387, -86.720643)"
201527371,Short Term Rental - Non-Owner Occupied,EXPIRED,6/30/2015 0:00,6/2/2020 0:00,1433B  MCGAVOCK PIKE,NASHVILLE,TN,37216,"1433B MCGAVOCK PIKE
NASHVILLE, TN 37216
(36.206387, -86.720643)"
2018030708,Short Term Rental � Multifamily,ISSUED,7/5/2018 0:00,7/5/2021 0:00,1434  12TH AVE S,NASHVILLE,TN,37203,"1434 12TH AVE S
NASHVILLE, TN 37203
(36.137539, -86.788178)"
2018078169,Short Term Rental � Multifamily,ISSUED,1/9/2019 0:00,1/9/2021 0:00,1435  11TH AVE S,NASHVILLE,TN,37203,"1435 11TH AVE S
NASHVILLE, TN 37203
(36.137971, -86.786359)"
2018068005,Short Term Rental � Multifamily,ISSUED,11/2/2018 0:00,11/2/2021 0:00,1436  12TH AVE S,NASHVILLE,TN,37203,"1436 12TH AVE S
NASHVILLE, TN 37203
(36.13742, -86.788224)"
2019006062,Short Term Rental � Multifamily,ISSUED,2/11/2019 0:00,2/11/2021 0:00,1437  11TH AVE S,NASHVILLE,TN,37203,"1437 11TH AVE S
NASHVILLE, TN 37203
(36.152022, -86.784086)"
2018043125,Short Term Rental � Multifamily,ISSUED,8/16/2018 0:00,8/16/2021 0:00,1439  11TH AVE S,NASHVILLE,TN,37203,"1439 11TH AVE S
NASHVILLE, TN 37203
(36.137951, -86.786363)"
2019050223,Short Term Rental � Multifamily,ISSUED,8/21/2019 0:00,8/21/2021 0:00,144  2ND AVE N 200,NASHVILLE,TN,37201,"144 2ND AVE N 200
NASHVILLE, TN 37201
(36.163177, -86.776012)"
2019050215,Short Term Rental � Multifamily,ISSUED,8/21/2019 0:00,8/21/2021 0:00,144  2ND AVE N 220,NASHVILLE,TN,37201,"144 2ND AVE N 220
NASHVILLE, TN 37201
(36.163177, -86.776012)"
2020006699,Short Term Rental � Multifamily,ISSUED,2/3/2020 0:00,2/3/2021 0:00,144  2ND AVE N 420,NASHVILLE,TN,37201,"144 2ND AVE N 420
NASHVILLE, TN 37201
(36.163177, -86.776012)"
2020002452,Short Term Rental � Multifamily,ISSUED,1/17/2020 0:00,1/17/2021 0:00,1441  LEBANON PIKE  A13,NASHVILLE,TN,37210,"1441 LEBANON PIKE A13
NASHVILLE, TN 37210
(36.153437, -86.723638)"
2019012934,Short Term Rental � Multifamily,ISSUED,4/1/2019 0:00,4/1/2021 0:00,1441  LEBANON PIKE  A14,NASHVILLE,TN,37210,"1441 LEBANON PIKE A14
NASHVILLE, TN 37210
(36.153437, -86.723638)"
2018037752,Short Term Rental � Multifamily,EXPIRED,10/10/2018 0:00,10/10/2020 0:00,1441  LEBANON PIKE  A3,NASHVILLE,TN,37210,"1441 LEBANON PIKE A3
NASHVILLE, TN 37210
(36.153437, -86.723638)"
2018047067,Short Term Rental � Multifamily,EXPIRED,9/12/2018 0:00,9/12/2020 0:00,1441  LEBANON PIKE  A4,NASHVILLE,TN,37210,"1441 LEBANON PIKE A4
NASHVILLE, TN 37210
(36.153437, -86.723638)"
2019069497,Short Term Rental � Multifamily,ISSUED,11/22/2019 0:00,11/22/2020 0:00,1441  LEBANON PIKE  C30,NASHVILLE,TN,37210,"1441 LEBANON PIKE C30
NASHVILLE, TN 37210
(36.153437, -86.723638)"
2020006547,Short Term Rental � Multifamily,ISSUED,2/6/2020 0:00,2/6/2021 0:00,1441  LEBANON PIKE  D25,NASHVILLE,TN,37210,"1441 LEBANON PIKE D25
NASHVILLE, TN 37210
(36.153437, -86.723638)"
2019068037,Short Term Rental � Multifamily,ISSUED,12/27/2019 0:00,12/27/2020 0:00,1441  LEBANON PIKE  E37,NASHVILLE,TN,37210,"1441 LEBANON PIKE E37
NASHVILLE, TN 37210
(36.153437, -86.723638)"
2019068049,Short Term Rental � Multifamily,ISSUED,12/27/2019 0:00,12/27/2020 0:00,1441  LEBANON PIKE  F52,NASHVILLE,TN,37210,"1441 LEBANON PIKE F52
NASHVILLE, TN 37210
(36.153437, -86.723638)"
2018040644,Short Term Rental � Multifamily,EXPIRED,10/10/2018 0:00,10/10/2020 0:00,1441  LEBANON PIKE  G55,NASHVILLE,TN,37210,"1441 LEBANON PIKE G55
NASHVILLE, TN 37210
(36.153437, -86.723638)"
2019069509,Short Term Rental � Multifamily,ISSUED,11/22/2019 0:00,11/22/2020 0:00,1441  LEBANON PIKE  G56,NASHVILLE,TN,37210,"1441 LEBANON PIKE G56
NASHVILLE, TN 37210
(36.153437, -86.723638)"
2018071088,Short Term Rental � Multifamily,ISSUED,12/10/2018 0:00,12/10/2020 0:00,1441  LEBANON PIKE  G57,NASHVILLE,TN,37210,"1441 LEBANON PIKE G57
NASHVILLE, TN 37210
(36.153437, -86.723638)"
2018071093,Short Term Rental � Multifamily,ISSUED,12/10/2018 0:00,12/10/2020 0:00,1441  LEBANON PIKE  G59,NASHVILLE,TN,37210,"1441 LEBANON PIKE G59
NASHVILLE, TN 37210
(36.153437, -86.723638)"
2018047077,Short Term Rental � Multifamily,EXPIRED,10/10/2018 0:00,10/10/2020 0:00,1441  LEBANON PIKE  G61,NASHVILLE,TN,37210,"1441 LEBANON PIKE G61
NASHVILLE, TN 37210
(36.153437, -86.723638)"
2018047055,Short Term Rental � Multifamily,EXPIRED,10/10/2018 0:00,10/10/2020 0:00,1441  LEBANON PIKE  G62,NASHVILLE,TN,37210,"1441 LEBANON PIKE G62
NASHVILLE, TN 37210
(36.153437, -86.723638)"
2019071732,Short Term Rental � Multifamily,ISSUED,12/19/2019 0:00,12/19/2020 0:00,1441  LEBANON PIKE  G66,NASHVILLE,TN,37210,"1441 LEBANON PIKE G66
NASHVILLE, TN 37210
(36.153437, -86.723638)"
2018047061,Short Term Rental � Multifamily,EXPIRED,9/12/2018 0:00,9/12/2020 0:00,1441  LEBANON PIKE  G68,NASHVILLE,TN,37210,"1441 LEBANON PIKE G68
NASHVILLE, TN 37210
(36.153437, -86.723638)"
2019050621,Short Term Rental � Multifamily,EXPIRED,9/9/2019 0:00,9/9/2020 0:00,1441  LEBANON PIKE  G70,NASHVILLE,TN,37210,"1441 LEBANON PIKE G70
NASHVILLE, TN 37210
(36.153437, -86.723638)"
2019012946,Short Term Rental � Multifamily,ISSUED,4/1/2019 0:00,4/1/2021 0:00,1441  LEBANON PIKE  G71,NASHVILLE,TN,37210,"1441 LEBANON PIKE G71
NASHVILLE, TN 37210
(36.153437, -86.723638)"
2019032659,Short Term Rental � Multifamily,ISSUED,6/28/2019 0:00,6/28/2021 0:00,1441  LEBANON PIKE  G74,NASHVILLE,TN,37210,"1441 LEBANON PIKE G74
NASHVILLE, TN 37210
(36.153437, -86.723638)"
2019068023,Short Term Rental � Multifamily,ISSUED,12/27/2019 0:00,12/27/2020 0:00,1441  LEBANON PIKE  H80,NASHVILLE,TN,37210,"1441 LEBANON PIKE H80
NASHVILLE, TN 37210
(36.153437, -86.723638)"
2020000481,Short Term Rental � Multifamily,ISSUED,1/7/2020 0:00,1/7/2021 0:00,1441  LEBANON PIKE  H83,NASHVILLE,TN,37210,"1441 LEBANON PIKE H83
NASHVILLE, TN 37210
(36.153437, -86.723638)"
2020003396,Short Term Rental � Multifamily,ISSUED,2/4/2020 0:00,2/4/2021 0:00,1441  LEBANON PIKE  J92,NASHVILLE,TN,37210,"1441 LEBANON PIKE J92
NASHVILLE, TN 37210
(36.153437, -86.723638)"
2020003391,Short Term Rental � Multifamily,ISSUED,2/4/2020 0:00,2/4/2021 0:00,1441  LEBANON PIKE  J94,NASHVILLE,TN,37210,"1441 LEBANON PIKE J94
NASHVILLE, TN 37210
(36.153437, -86.723638)"
2020000391,Short Term Rental � Multifamily,ISSUED,1/28/2020 0:00,1/28/2021 0:00,1441  LEBANON PIKE  K97,NASHVILLE,TN,37210,"1441 LEBANON PIKE K97
NASHVILLE, TN 37210
(36.153437, -86.723638)"
2020003151,Short Term Rental � Multifamily,ISSUED,1/28/2020 0:00,1/28/2021 0:00,1441  LEBANON PIKE  K98,NASHVILLE,TN,37210,"1441 LEBANON PIKE K98
NASHVILLE, TN 37210
(36.153437, -86.723638)"
2019067401,Short Term Rental � Multifamily,ISSUED,1/2/2020 0:00,1/2/2021 0:00,1441  LEBANON PIKE  L104,NASHVILLE,TN,37210,"1441 LEBANON PIKE L104
NASHVILLE, TN 37210
(36.153437, -86.723638)"
2019068012,Short Term Rental � Multifamily,ISSUED,1/2/2020 0:00,1/2/2021 0:00,1441  LEBANON PIKE  L110,NASHVILLE,TN,37210,"1441 LEBANON PIKE L110
NASHVILLE, TN 37210
(36.153437, -86.723638)"
2019068002,Short Term Rental � Multifamily,ISSUED,1/2/2020 0:00,1/2/2021 0:00,1441  LEBANON PIKE  L113,NASHVILLE,TN,37210,"1441 LEBANON PIKE L113
NASHVILLE, TN 37210
(36.153437, -86.723638)"
2020003145,Short Term Rental � Multifamily,ISSUED,1/27/2020 0:00,1/27/2021 0:00,1441  LEBANON PIKE  L115,NASHVILLE,TN,37210,"1441 LEBANON PIKE L115
NASHVILLE, TN 37210
(36.153437, -86.723638)"
2020000400,Short Term Rental � Multifamily,ISSUED,1/27/2020 0:00,1/27/2021 0:00,1441  LEBANON PIKE  N146,NASHVILLE,TN,37210,"1441 LEBANON PIKE N146
NASHVILLE, TN 37210
(36.153437, -86.723638)"
2019068021,Short Term Rental � Multifamily,ISSUED,1/2/2020 0:00,1/2/2021 0:00,1441  LEBANON PIKE  N153,NASHVILLE,TN,37210,"1441 LEBANON PIKE N153
NASHVILLE, TN 37210
(36.153437, -86.723638)"
2019007151,Short Term Rental � Multifamily,ISSUED,3/19/2019 0:00,3/19/2021 0:00,1441  LEBANON PIKE  O 162,NASHVILLE,TN,37210,"1441 LEBANON PIKE O 162
NASHVILLE, TN 37210
(36.153437, -86.723638)"
2020004146,Short Term Rental � Multifamily,ISSUED,1/28/2020 0:00,1/28/2021 0:00,1441  LEBANON PIKE  O-157,NASHVILLE,TN,37210,"1441 LEBANON PIKE O-157
NASHVILLE, TN 37210
(36.153437, -86.723638)"
2019072210,Short Term Rental � Multifamily,ISSUED,12/19/2019 0:00,12/19/2020 0:00,1441  LEBANON PIKE  P164,NASHVILLE,TN,37210,"1441 LEBANON PIKE P164
NASHVILLE, TN 37210
(36.153437, -86.723638)"
2019072225,Short Term Rental � Multifamily,ISSUED,12/19/2019 0:00,12/19/2020 0:00,1441  LEBANON PIKE  P168,NASHVILLE,TN,37210,"1441 LEBANON PIKE P168
NASHVILLE, TN 37210
(36.153437, -86.723638)"
2020000405,Short Term Rental � Multifamily,ISSUED,1/27/2020 0:00,1/27/2021 0:00,1441  LEBANON PIKE  T189,NASHVILLE,TN,37210,"1441 LEBANON PIKE T189
NASHVILLE, TN 37210
(36.153437, -86.723638)"
2019071763,Short Term Rental � Multifamily,ISSUED,12/19/2019 0:00,12/19/2020 0:00,1441  LEBANON PIKE  T191,NASHVILLE,TN,37210,"1441 LEBANON PIKE T191
NASHVILLE, TN 37210
(36.153437, -86.723638)"
2019071767,Short Term Rental � Multifamily,ISSUED,1/3/2020 0:00,1/3/2021 0:00,1441  LEBANON PIKE  T192,NASHVILLE,TN,37210,"1441 LEBANON PIKE T192
NASHVILLE, TN 37210
(36.153437, -86.723638)"
2019055488,Short Term Rental � Multifamily,ISSUED,10/16/2019 0:00,10/16/2021 0:00,1499  HAWKINS ST  1,NASHVILLE,TN,37203,"1499 HAWKINS ST 1
NASHVILLE, TN 37203
(36.14919, -86.789763)"
2019055495,Short Term Rental � Multifamily,EXPIRED,10/16/2019 0:00,10/16/2020 0:00,1499  HAWKINS ST  3,NASHVILLE,TN,37203,"1499 HAWKINS ST 3
NASHVILLE, TN 37203
(36.14919, -86.789763)"
2019055503,Short Term Rental � Multifamily,ISSUED,10/16/2019 0:00,10/16/2021 0:00,1499  HAWKINS ST  5,NASHVILLE,TN,37203,"1499 HAWKINS ST 5
NASHVILLE, TN 37203
(36.14919, -86.789763)"
2019055506,Short Term Rental � Multifamily,ISSUED,10/16/2019 0:00,10/16/2021 0:00,1499  HAWKINS ST  6,NASHVILLE,TN,37203,"1499 HAWKINS ST 6
NASHVILLE, TN 37203
(36.14919, -86.789763)"
2019055510,Short Term Rental � Multifamily,ISSUED,10/16/2019 0:00,10/16/2021 0:00,1499  HAWKINS ST  8,NASHVILLE,TN,37203,"1499 HAWKINS ST 8
NASHVILLE, TN 37203
(36.14919, -86.789763)"
2018029480,Short Term Rental � Multifamily,ISSUED,7/23/2018 0:00,7/23/2021 0:00,14A  FERN AVE,NASHVILLE,TN,37207,"14A FERN AVE
NASHVILLE, TN 37207
(36.195373, -86.774004)"
2017045219,Short Term Rental � Multifamily,CANCELLED,9/15/2017 0:00,9/15/2020 0:00,14B  FERN AVE,NASHVILLE,TN,37207,"14B FERN AVE
NASHVILLE, TN 37207
(36.195373, -86.774004)"
201621191,Short Term Rental � Multifamily,EXPIRED,5/25/2016 0:00,5/25/2020 0:00,14B  GARDEN ST,NASHVILLE,TN,37210,"14B GARDEN ST
NASHVILLE, TN 37210
(36.143129, -86.760168)"
2016045462,Short Term Rental - Non-Owner Occupied,ISSUED,9/1/2016 0:00,9/1/2021 0:00,1500  BEECHWOOD AVE,NASHVILLE,TN,37212,"1500 BEECHWOOD AVE
NASHVILLE, TN 37212
(36.125495, -86.791936)"
201516985,Short Term Rental - Non-Owner Occupied,ISSUED,1/30/2020 0:00,5/1/2021 0:00,1500  RIVERSIDE DR,NASHVILLE,TN,37206,"1500 RIVERSIDE DR
NASHVILLE, TN 37206
(36.192872, -86.724206)"
201512728,Short Term Rental - Non-Owner Occupied,ISSUED,4/7/2015 0:00,4/7/2021 0:00,1503  HOLLY ST,NASHVILLE,TN,37206,"1503 HOLLY ST
NASHVILLE, TN 37206
(36.175639, -86.743862)"
2018075039,Short Term Rental � Multifamily,ISSUED,12/20/2018 0:00,12/20/2021 0:00,1503  JEFFERSON ST,NASHVILLE,TN,37208,"1503 JEFFERSON ST
NASHVILLE, TN 37208
(36.170488, -86.802573)"
